mirnaid,refseqid,genesymbol,duplex,start,end,bindingp,energy,seed,accessibility,au,phylopstem,phylopflank,me,number_of_pairings,binding_region_length,longest_consecutive_pairings,position,validated,TargetScan,miRDB
hsa-miR-1827,NM_001178131,EGF,((((((((..(((((...&)))))...)))))))).,4971,4988,1.0,-18.7,1,0.0060849,0.412,0.371132,0.16433303999999999,-6.46951965307922,13,17,8,3UTR,MIRT460835,0,1
hsa-miR-1827,NM_001178138,TFDP2,((((((((((((((....&))))))).))))))).,7536,7552,1.0,-19.8,1,0.0003897032,0.471,0.14649672,0.6278365400000001,-4.906073086755913,14,16,7,3UTR,MIRT452517,0,1
hsa-miR-1827,NM_001178139,TFDP2,((((((((((((((....&))))))).))))))).,7498,7514,1.0,-19.8,1,0.0003897032,0.471,2.0244231066666667,0.8659220850000002,-4.906073086755913,14,16,7,3UTR,MIRT452517,0,1
hsa-miR-1827,NM_001178139,TFDP2,((((((((.(((.((...&)).))).)))))))).,5315,5331,1.0,-19.0,1,0.01318516,0.426,-0.07077837499999998,-0.091349865,-6.516143797417284,13,16,8,3UTR,MIRT452517,0,1
hsa-miR-1827,NM_001178140,TFDP2,((((((((((((((....&))))))).))))))).,6978,6994,1.0,-19.8,1,0.0003897032,0.471,0.4189419866666667,0.2428860125,-4.906073086755913,14,16,7,3UTR,MIRT452517,0,1
hsa-miR-1827,NM_001178140,TFDP2,((((((((.(((.((...&)).))).)))))))).,4795,4811,1.0,-19.0,1,0.01318516,0.426,0.19588966250000003,-0.29782757249999997,-6.516143797417284,13,16,8,3UTR,MIRT452517,0,1
hsa-miR-1827,NM_001178141,TFDP2,((((((((((((((....&))))))).))))))).,6888,6904,1.0,-19.8,1,0.0003897032,0.471,0.41894217333333356,-0.3199442025,-4.906073086755913,14,16,7,3UTR,MIRT452517,0,1
hsa-miR-1827,NM_001178141,TFDP2,((((((((.(((.((...&)).))).)))))))).,4705,4721,1.0,-19.0,1,0.01318516,0.426,-0.04792166250000001,-0.0364926825,-6.516143797417284,13,16,8,3UTR,MIRT452517,0,1
hsa-miR-1827,NM_001178142,TFDP2,((((((((.(((.((...&)).))).)))))))).,4553,4569,1.0,-19.0,1,0.01318516,0.426,-0.0007349999999999857,0.0607003125,-6.516143797417284,13,16,8,3UTR,MIRT452517,0,1
hsa-miR-1827,NM_001197323,HIRIP3,.((((((((.(((((...&))))))))))))).,1491,1505,1.0,-18.3,1,0.001488401,0.456,0.7904227500000001,1.5890368775000003,-5.2688803859889095,13,14,13,3UTR,MIRT451590,0,0
hsa-miR-1827,NM_001199933,SESN1,..(((((.((((((((..&)))))))).))))).,3072,3087,1.0,-20.8,1,0.07487827,0.588,0.0,0.0,-7.27063564855292,13,15,8,3UTR,MIRT763107,0,0
hsa-miR-1827,NM_001199934,SESN1,..(((((.((((((((..&)))))))).))))).,3117,3132,1.0,-20.8,1,0.07487827,0.588,0.0,0.0,-7.27063564855292,13,15,8,3UTR,MIRT763107,0,0
hsa-miR-1827,NM_001241,CCNT2,(((((((((((.......&.))))))))))).,5822,5845,1.0,-17.6,1,0.002372277,0.574,0.0,0.0,-10.39884692653892,11,13,11,3UTR,MIRT450898,0,0
hsa-miR-1827,NM_001242482,EIF1AD,((((((((.(((((((((&)))))).....))).)))))))).,2187,2211,1.0,-19.2,1,0.006878594,0.441,1.5151539285714286,1.7658353987500002,-4.993964104447428,17,24,8,3UTR,MIRT738100,0,1
hsa-miR-1827,NM_001243689,LETMD1,.((((((((((((((((.&))))).))))))))))).,1881,1899,1.0,-23.8,1,0.02083828,0.5,0.9570993529411768,0.36668759125000006,-3.793324837357118,16,18,11,3UTR,MIRT474178,0,0
hsa-miR-628-3p,NM_001278625,CRNKL1,((((((......((((((((.&))))))))......)))))).,3997,4018,0.9615384615384616,-18.2,1,9.591346e-05,0.529,-0.10656474999999999,-0.6670743400000001,-16.265369821834263,14,21,8,3UTR,MIRT548675,0,0
hsa-miR-628-3p,NM_001256165,TMCO1,....(((((((.(((((..((&.)).)))))))))))).,4477,4509,0.9743589743589745,-19.1,1,0.0170343,0.632,5.998977428571428,2.355999980374999,-12.893365778234283,14,17,12,3UTR,MIRT644682,0,0
hsa-miR-628-3p,NM_001317122,AGO1,((((((((.((((((..(((.&))).)))))).)))))))).,6313,6333,1.0,-20.1,1,0.007042279,0.471,0.7412319125,0.5290542285000001,-5.227013184751041,17,20,8,3UTR,MIRT039585,0,1
hsa-miR-628-3p,NM_001317123,AGO1,((((((((.((((((..(((.&))).)))))).)))))))).,6218,6238,1.0,-20.1,1,0.007042279,0.471,-0.07985291249999998,0.3699946275,-5.227013184751041,17,20,8,3UTR,MIRT039585,0,1
hsa-miR-628-3p,XM_006719078,LRP6,....(((((((((((((....&.))))))))))))).,7250,7292,1.0,-24.3,1,0.003184878,0.647,0.0,0.0,-9.546562468637928,13,15,13,3UTR,MIRT039587,0,0
hsa-miR-628-3p,XM_024450503,CDC14A,((((((((((((.((..((..&))..)).))).))))))))).,2115,2136,1.0,-18.1,1,0.0001568336,0.559,0.0,0.0,-5.459754139171521,16,21,9,3UTR,MIRT039584,0,0
hsa-miR-628-3p,NM_024590,ARSJ,....((((((((((((.(...&.).)))))))))))).,2793,2814,1.0,-20.1,1,0.000613943,0.515,5.12769225,4.6123599875,-9.546562468637928,13,16,12,3UTR,MIRT559437,0,1
hsa-miR-628-3p,NM_002336,LRP6,....(((((((((((((....&.))))))))))))).,8108,8150,1.0,-24.3,1,0.003184878,0.647,3.3566523846153844,4.5401475950000005,-9.546562468637928,13,15,13,3UTR,MIRT039587,0,0
hsa-miR-628-3p,NM_005941,MMP16,....((((((.((((((((..&)))))))).)))))).,3148,3164,1.0,-20.5,1,9.93069e-05,0.559,0.494095375,0.3647034912499999,-12.371336944048279,14,16,8,3UTR,MIRT522461,0,0
hsa-miR-628-3p,NM_012199,AGO1,((((((((.((((((..(((.&))).)))))).)))))))).,6313,6333,1.0,-20.1,1,0.007042279,0.471,0.41473024999999997,0.41965903849999997,-5.227013184751041,17,20,8,3UTR,MIRT039585,0,1
hsa-miR-628-3p,NM_013400,REPIN1,....(((((((((((..(((.&))).))))))))))).,2674,2690,1.0,-21.8,1,0.0172448,0.382,0.6255357272727274,-0.356828835,-9.779611548941542,14,16,11,3UTR,MIRT452599,0,0
hsa-miR-628-3p,NM_001099695,REPIN1,....(((((((((((..(((.&))).))))))))))).,2549,2565,1.0,-21.8,1,0.0172448,0.382,-0.10929945454545456,0.03158410500000006,-9.779611548941542,14,16,11,3UTR,MIRT452599,0,0
hsa-miR-628-3p,NM_001099696,REPIN1,....(((((((((((..(((.&))).))))))))))).,2351,2367,1.0,-21.8,1,0.0172448,0.382,0.6255357272727274,-0.356828835,-9.779611548941542,14,16,11,3UTR,MIRT452599,0,0
hsa-miR-628-3p,NM_001135812,SINHCAF,((((((((((.(((.......&.))).)))))))))).,2909,2934,1.0,-17.3,1,0.0004685418,0.761,1.1995435,1.0196445525000002,-7.730847562166263,13,16,10,3UTR,MIRT507319,0,1
hsa-miR-636,NM_001311255,BLOC1S6,.((((.(((((..(((((((((.&)).))))).))))))).)))).,1786,1808,1.0,-25.5,1,2.843725e-06,0.456,0.04246081818181823,-0.08441715374999999,-10.330217520812763,18,22,7,3UTR,MIRT559199,0,0
hsa-miR-636,NM_031157,HNRNPA1,...(((((((((((((.(((((.&)))))))))))))))))).,3219,3238,1.0,-30.3,1,0.04654127,0.5,1.3293583846153845,1.1378938605000002,-6.514540193678739,18,19,18,3UTR,MIRT702851,0,0
hsa-miR-636,NM_133629,RAD51D,.((((((((.((.((((((((..&)))))).)))))))))))).,7485,7505,1.0,-26.4,1,2.272229e-05,0.485,1.1278433333333333,0.13812605,-6.32496191835154,18,20,12,3UTR,MIRT483763,0,0
hsa-miR-636,NM_194286,SRRM4,(((((((((((.((((((((...&)))).........)))).))))))))))).,4023,4053,1.0,-31.3,1,7.874094e-06,0.353,1.397843709090909,0.7185129150000001,-7.284377755798021,19,30,11,3UTR,MIRT611863,0,0
hsa-miR-636,XM_006724507,RPS6KA3,.((((((((((.(((((((((..&.)))))))))...)))))))))).,7359,7396,1.0,-27.8,1,6.064934e-05,0.647,0.0,0.0,-7.140128146953473,19,24,10,3UTR,MIRT498100,0,1
hsa-miR-636,XM_011545563,RPS6KA3,.((((((((((.(((((((((..&.)))))))))...)))))))))).,7377,7414,1.0,-27.8,1,6.064934e-05,0.647,0.0,0.0,-7.140128146953473,19,24,10,3UTR,MIRT498100,0,1
hsa-miR-636,XM_017029713,RPS6KA3,.((((((((((.(((((((((..&.)))))))))...)))))))))).,7364,7401,1.0,-27.8,1,6.064934e-05,0.647,0.0,0.0,-7.140128146953473,19,24,10,3UTR,MIRT498100,0,1
hsa-miR-636,XM_017029715,RPS6KA3,.((((((((((.(((((((((..&.)))))))))...)))))))))).,7417,7454,1.0,-27.8,1,6.064934e-05,0.647,0.0,0.0,-7.140128146953473,19,24,10,3UTR,MIRT498100,0,1
hsa-miR-636,XM_017029716,RPS6KA3,.((((((((((.(((((((((..&.)))))))))...)))))))))).,7514,7551,1.0,-27.8,1,6.064934e-05,0.647,0.0,0.0,-7.140128146953473,19,24,10,3UTR,MIRT498100,0,1
hsa-miR-636,XM_017029717,RPS6KA3,.((((((((((.(((((((((..&.)))))))))...)))))))))).,7249,7286,1.0,-27.8,1,6.064934e-05,0.647,0.0,0.0,-7.140128146953473,19,24,10,3UTR,MIRT498100,0,1
hsa-miR-636,XM_017029718,RPS6KA3,.((((((((((.(((((((((..&.)))))))))...)))))))))).,7222,7259,1.0,-27.8,1,6.064934e-05,0.647,0.0,0.0,-7.140128146953473,19,24,10,3UTR,MIRT498100,0,1
hsa-miR-636,XM_017029795,ZFX,((((((((((.((((.(((....&))).))))))))..)))).)).,6457,6479,1.0,-21.1,1,0.01453857,0.574,0.0,0.0,-6.995398001915627,17,22,8,3UTR,MIRT327209,0,0
hsa-miR-636,NM_016641,GDE1,((.(((((.((((((((((....&))))))))))..))))).)).,1138,1159,1.0,-25.1,1,0.04229412,0.485,0.61667899,-0.2774003762499999,-6.551503578753875,17,21,10,3UTR,MIRT541306,0,0
hsa-miR-636,NM_024546,OBI1,(((((((((((..(((((((.(.&).)))))......))...))).)))))))).,3289,3320,1.0,-25.3,1,0.03188402,0.632,5.3271205833333335,5.0445958175,-8.573508368464264,19,31,8,3UTR,MIRT505879,0,0
hsa-miR-636,NM_003410,ZFX,((((((((((.((((.(((....&))).))))))))..)))).)).,6730,6752,1.0,-21.1,1,0.01453857,0.574,0.010161638461538459,0.28194062499999994,-6.995398001915627,17,22,8,3UTR,MIRT327209,0,0
hsa-miR-636,NM_004035,ACOX1,(((((((.(((((((..(((((.&.))))).)))))))))))))).,7130,7177,1.0,-30.0,1,0.02545345,0.368,2.202212285714286,3.237955119999999,-6.484258455685908,19,22,14,3UTR,MIRT719066,0,0
hsa-miR-636,NM_004035,ACOX1,((((((((.(((((((((.....&)).))))))))))))))).,4702,4721,1.0,-27.1,1,1.707503e-06,0.456,-0.31687066,-0.3735920585,-4.993964104447428,17,19,15,3UTR,MIRT719066,0,0
hsa-miR-636,NM_005338,HIP1,.(((((((((((((((((((.(.&).)))).................)))))))))).......))))).,4697,4743,1.0,-28.5,1,0.00367276,0.471,0.08804590697674418,-0.21804713000000003,-3.793324837357118,20,46,10,3UTR,MIRT446606,0,0
hsa-miR-636,NM_007292,ACOX1,(((((((.(((((((..(((((.&.))))).)))))))))))))).,7130,7177,1.0,-30.0,1,0.02545345,0.368,2.202212285714286,3.237955119999999,-6.484258455685908,19,22,14,3UTR,MIRT719066,0,0
hsa-miR-636,NM_007292,ACOX1,((((((((.(((((((((.....&)).))))))))))))))).,4702,4721,1.0,-27.1,1,1.707503e-06,0.456,-0.31687066,-0.3735920585,-4.993964104447428,17,19,15,3UTR,MIRT719066,0,0
hsa-miR-636,NM_012388,BLOC1S6,.((((.(((((..(((((((((.&)).))))).))))))).)))).,1696,1718,1.0,-25.5,1,2.843725e-06,0.456,0.04246081818181823,-0.08441715374999999,-10.330217520812763,18,22,7,3UTR,MIRT559199,0,0
hsa-miR-636,NM_001321367,CD99,.((((((((.((.((.((((((.&)).))))..)))))))))))).,3240,3262,1.0,-25.7,1,1.933005e-06,0.456,0.0692135,0.07043804999999997,-6.558010998655153,18,22,12,3UTR,MIRT610204,0,0
hsa-miR-636,NM_001382445,HIP1,.(((((((((((((((((((.(.&).)))).................)))))))))).......))))).,4707,4753,1.0,-28.5,1,0.00367276,0.471,0.10301586976744184,-0.16373340750000004,-3.793324837357118,20,46,10,3UTR,MIRT446606,0,0
hsa-miR-636,NM_002136,HNRNPA1,...(((((((((((((.(((((.&)))))))))))))))))).,3063,3082,1.0,-30.3,1,0.04654127,0.5,1.3293583846153845,1.1378938605000002,-6.514540193678739,18,19,18,3UTR,MIRT702851,0,0
hsa-miR-636,NM_002203,ITGA2,..(.((((((.(.(((.((((((&)))))))))).)))))).).,3844,3864,1.0,-24.3,1,0.03308156,0.5,-0.18703933333333334,0.6501465662500001,-12.102928082408074,17,20,10,3UTR,MIRT448717,0,0
hsa-miR-636,NM_000949,PRLR,....(((.((.(((((.(((((.&)))))))))).)).))).,10848,10866,1.0,-25.8,1,0.02928729,0.559,1.225275,2.7611809525,-14.68497187322891,15,18,10,3UTR,MIRT449873,0,1
hsa-miR-636,NM_001004301,ZNF813,.((((((((.((.(((((((((.&)).))))).)))))))))))).,5562,5584,1.0,-25.8,1,0.0004290459,0.529,-0.3227252727272727,-0.27911979250000013,-6.32496191835154,19,22,12,3UTR,MIRT563208,0,1
hsa-miR-636,NM_001134830,AHI1,.((.((((((((((((.(..((.&))..).))))).))))))))).,4522,4544,1.0,-26.5,1,1.66908e-05,0.529,0.0,0.0,-6.825347112316308,17,22,9,3UTR,MIRT550273,0,0
hsa-miR-636,NM_001134831,AHI1,.((.((((((((((((.(..((.&))..).))))).))))))))).,4669,4691,1.0,-26.5,1,1.66908e-05,0.529,0.0,0.0,-6.825347112316308,17,22,9,3UTR,MIRT550273,0,0
hsa-miR-636,NM_001142571,RAD51D,.((((((((.((.((((((((..&)))))).)))))))))))).,7881,7901,1.0,-26.4,1,2.272229e-05,0.485,1.2814312222222222,0.8594675375000002,-6.32496191835154,18,20,12,3UTR,MIRT483763,0,0
hsa-miR-636,NM_001178085,ZFX,((((((((((.((((.(((....&))).))))))))..)))).)).,6858,6880,1.0,-21.1,1,0.01453857,0.574,0.0,0.0,-6.995398001915627,17,22,8,3UTR,MIRT327209,0,0
hsa-miR-636,NM_001178086,ZFX,((((((((((.((((.(((....&))).))))))))..)))).)).,5835,5857,1.0,-21.1,1,0.01453857,0.574,-0.22127672307692298,0.08136111374999998,-6.995398001915627,17,22,8,3UTR,MIRT327209,0,0
hsa-miR-636,NM_001204314,PRLR,....(((.((.(((((.(((((.&)))))))))).)).))).,10325,10343,1.0,-25.8,1,0.02928729,0.559,3.6590086,3.1986734462500004,-14.68497187322891,15,18,10,3UTR,MIRT449873,0,1
hsa-miR-636,NM_001204314,PRLR,.((.(((((((.((.((((((..&)))))).))))))))))).,6882,6901,1.0,-22.8,1,0.001261467,0.544,0.18263714285714286,0.14107665125000007,-10.907599982163298,17,19,11,3UTR,MIRT449873,0,1
hsa-miR-636,NM_001204314,PRLR,((.(((((..((((((((.(((.&))).))))))....))..))))).)).,3581,3608,1.0,-23.1,1,0.005414637,0.544,-0.007493608333333328,-0.006328548749999996,-7.794010047082055,18,27,6,3UTR,MIRT449873,0,1
hsa-miR-636,NM_001243198,HIP1,.(((((((((((((((((((.(.&).)))).................)))))))))).......))))).,4544,4590,1.0,-28.5,1,0.00367276,0.471,0.0,0.0,-3.793324837357118,20,46,10,3UTR,MIRT446606,0,0
